아이디,총 단어의 수,매칭된 단어,카테고리 분류 결과,카테고리 최종 결과
airkiss777,1741,"['욕심', '하라', '축하', '소통', '스팅', '물놀이', '고기', '메이크업', '찬스', '실크', '로시', '동치미', '동작', '립스틱', '도대체', '업데이트', '홍성준', '카메라', '브로', '룰룰', '내일', '밀착', '비행기', '원피스', '가죽', '질거려', '자켓', '룰루', '출산', '다크', '부촌', '한몫', '번의', '목표', '분리수거', '콜라보', '릴레이', '야외', '조심', '스팟', '디자이너', '휘발', '미국', '컨실러', '메이트', '대회', '감각', '햇살', '토요일', '코코', '휴양', '도포', '도중', '활동', '볼륨', '플래그', '정신', '척추', '이징', '교육', '서든', '엑스', '월요일']","[('뷰티', 19), ('헬스', 14), ('육아', 14), ('인테리어', 5), ('푸드', 4), ('패션', 4), ('여행', 3)]",-
on._.riwon,4232,"['창고', '완전체', '해바라기', '소통', '알짝', '지굼', '모던', '침대', '눈뎅', '소품', '다이얼', '신랑', '소파', '밀양', '몰래', '반려견', '브릭', '달도', '조기', '불빛', '시공', '중문', '키친', '난리', '장비', '여보', '게다가', '실루엣', '도어', '호캉스', '정비', '서류', '네이비', '일본여행', '가구', '꼬맹이', '베이비', '다크', '개월', '똥꼬', '식탁', '설정', '방학', '여기저기', '스탠드', '셋팅', '치와와', '대리석', '뽜이팅', '침실', '러그', '댕댕', '핸드', '후쿠오카', '달라', '아기', '조명', '클레이', '타워', '우드', '홀더', '토마토', '그라데이션', '견생', '여행사진', '캐릭터', '학교', '침구', '독서', '페탈', '양씨', '원형', '투어', '빼꼼', '척척', '초등', '레일', '왜냐면', '장모', '세로', '배치', '어휘', '친정', '무풍', '복귀', '강아지', '자격증']","[('인테리어', 29), ('육아', 23), ('여행', 8), ('뷰티', 8), ('펫', 8), ('헬스', 6), ('푸드', 3), ('패션', 2)]",인테리어
babe._.sue,3216,"['어린이', '완전체', '앤로', '취저', '쫀쫀', '피하', '존예', '스트레칭', '이지', '기차', '유니버스', '코치', '지방', '은애', '제주도', '장비', '카메라', '화이팅', '게다가', '내일', '수강생', '저스트', '패러다임', '원피스', '전부', '신선', '자외선차단제', '발전', '몸치', '뜰땐', '이천', '가슴', '알파', '트레이닝', '지성', '출전', '코디', '강릉', '광채', '야외', '교정', '성적', '최악', '가젤', '인용', '파란', '엉엉', '강쥐', '선수', '핸드', '라이프스타일', '메이트', '짬뽕', '완벽', '싸이클', '대회', '타워', '나이키', '주최', '펄스', '하이킹', '빈폴', '스레', '토요일', '학교', '전집', '공부', '활동', '단둘', '투어', '찰떡', '티셔츠', '근육', '왼쪽', '셔츠', '정신', '교육', '이쁘겐', '슬리브', '조카', '복귀', '강아지', '산소', '월요일']","[('헬스', 29), ('뷰티', 15), ('육아', 12), ('여행', 12), ('패션', 6), ('푸드', 4), ('펫', 3), ('인테리어', 3)]",헬스
sunshine_taeyang_,1591,"['축하', '스트', '물놀이', '근무', '스카프', '아빠', '피하', '이지', '반려견', '브릭', '우동', '내일', '개구쟁이', '피트니스', '너희', '지능', '오늘이', '몇장', '야외', '셋팅', '가젤', '단디', '파란', '대리석', '선수', '댕댕', '정원', '눈사람', '토요일', '마나', '샤인', '최선', '하네스', '하객', '볼륨', '정신', '감쪽', '애견', '서든', '개린', '강아지', '월요일']","[('헬스', 11), ('육아', 9), ('펫', 7), ('뷰티', 5), ('인테리어', 4), ('푸드', 3), ('여행', 2), ('패션', 1)]",-
jae_jjang,961,"['땅콩', '하트', '화이팅', '내일', '비행기', '오사카', '베이비', '오늘이', '코디', '신비', '앙금', '슬랙스', '후쿠오카', '대패', '비빔면', '클레이', '나이키', '분한', '파김치', '웹디자인', '공부', '좋구뇨', '계약', '제모', '정신', '항항', '타투']","[('헬스', 6), ('뷰티', 6), ('푸드', 5), ('육아', 4), ('여행', 3), ('패션', 2), ('인테리어', 1)]",-
msensation,1985,"['욕심', '축하', '숙소', '소통', '여의도', '침대', '아빠', '메이크업', '에센스', '소품', '발목', '실크', '스튜어트', '커튼', '브릭', '은애', '전체샷', '뿌듯', '장비', '화이팅', '의인', '게다가', '리빙', '뮤지컬', '서랍', '매트리스', '가죽', '자켓', '다크', '코크', '오늘이', '자동', '분리수거', '콜라보', '강릉', '호전', '긍정', '이케아', '러그', '라이프스타일', '조명', '이드', '하반기', '햇살', '토요일', '코코', '공부', '침구', '원형', '수납', '프리다이빙', '의류', '찰떡', '티셔츠', '플래그', '정성껏', '룩북', '싱글', '컬렉터', '아이디', '비지', '운동화', '타투', '빨대', '성광고', '월요일']","[('인테리어', 20), ('뷰티', 15), ('육아', 12), ('헬스', 11), ('패션', 4), ('여행', 3), ('펫', 1)]",인테리어
y.o.n.g.z.o.o,548,"['천국', '내일', '발전', '개월', '여행기', '유투', '영광', '얘길', '한순간', '달라', '낙엽', '캐릭터', '호응', '최선', '정신', '파기', '툴툴']","[('헬스', 6), ('육아', 5), ('여행', 3), ('펫', 2), ('뷰티', 1)]",-
sangvely94,4209,"['축하', '클렌징', '취저', '지속', '제주도', '퇴치', '법인', '화이팅', '녹용', '밀착', '코디', '광채', '야외', '티브', '파운데이션', '스커트', '완벽', '베이직', '스머징', '혈행', '아리따움', '수납', '찰떡', '발음', '이징', '아이디', '운동화', '마스카라', '모공', '물놀이', '아빠', '블라우스', '시술', '꼬북', '계곡', '게다가', '복부', '원피스', '가죽', '베이스', '피지', '개월', '건성', '운동복', '트루', '틴트', '슬릿', '레어카인드', '디자이너', '뷰러', '학습', '클레이', '손상', '녹정편', '캐릭터', '리페', '공부', '제모', '티셔츠', '크리에이터', '정관', '더샘', '브릭', '장비', '어깨', '전신', '부문', '스머지', '콜라보', '어른', '슬레', '지름길', '샤코', '브러쉬', '블루투스', '하체', '스레', '비키니', '볼륨', '셔츠', '정신', '엑스', '애착', '깨끗', '영어', '호흡', '모발', '스팅', '쫀쫀', '메이크업', '고기', '에센스', '스튜어트', '즉각', '쿨톤', '하트', '호캉스', '면역', '핑쿠', '밴드', '이드', '발색', '딥클렌징', '한예슬', '결점', '입생로랑']","[('뷰티', 49), ('육아', 26), ('헬스', 13), ('패션', 10), ('인테리어', 4), ('여행', 3), ('푸드', 1)]",뷰티
buddy0618,740,"['쿠루', '축하', '숙소', '꼬질', '물놀이', '나트랑', '메이크업', '존예', '업뎃', '계곡', '우동', '카메라', '따라서', '내일', '일본여행', '원피스', '코랄', '설정', '유튭', '익선동', '퉁퉁', '엉엉', '댕댕', '핑쿠', '파김치', '비키니', '잘못', '슈퍼모델', '찰떡', '제자리', '치통', '강아지', '말티즈']","[('여행', 8), ('헬스', 7), ('뷰티', 5), ('펫', 4), ('육아', 4), ('패션', 3), ('푸드', 2)]",여행
hohongnyang_happy,8899,"['축하', '썬데이', '잇츠', '활활', '길거리', '소품', '안지', '스톡', '설탕', '키친', '볶음', '여보', '체어', '자재', '상세', '지능', '땡글', '곳곳', '한몫', '식탁', '자동', '취소', '썬글라스', '여기저기', '주머니', '영양소', '라이프스타일', '토마토', '변형', '동영상', '대파', '최선', '트라니', '찰떡', '넣기', '거부', '달걀', '아이디', '두루치기', '쫄깃하', '리치', '잘만', '화석', '꼬막', '쉐이커', '모던', '세련', '아빠', '바가지', '신랑', '국민', '유부초밥', '쌈밥', '따라서', '중금속', '내일', '임산부', '한지민', '가죽', '베이스', '다크', '개월', '가슴', '오늘이', '아구', '스티커', '체감', '언제', '도저히', '인용', '러그', '미나리', '자칭', '초벌', '대패', '손상', '우드', '생크림', '캐릭터', '햇살', '아인', '상하', '어우려져', '전라도', '방토', '활동', '정성껏', '세로', '래미', '에프', '계란말이', '테이프', '크러쉬', '주부', '누리', '소세지', '만두', '유도', '브릭', '게으름', '오이', '서재', '장비', '카메라', '버맥', '코미', '콘텐츠', '데리', '임부', '베이비', '바나나', '막걸리', '쫄깃쫄깃', '강황', '이유식', '콜라보', '분기', '어른', '임신', '육아', '감촉', '어시스턴트', '핸드', '지단', '아기', '체중', '조명', '아들', '목살', '껍데기', '주먹밥', '갈비탕', '원형', '샤인', '공복', '세라믹', '정신', '짭쪼름', '슬슬', '분갈이', '조카', '쇼룸', '소통', '쫀쫀', '고기', '찬스', '출판사', '소파', '화분', '수비드', '기차', '마리네이드', '떡갈비', '가요', '난리', '쫄면', '윤기', '다이닝', '신선', '돼지고기', '덴마크', '예비', '번의', '설정', '방전', '크런치', '양념', '면역', '스탠드', '숭늉', '단디', '미국', '거만', '왕초', '크래커', '엉엉', '장아찌', '떡볶이', '긍정', '싱크대', '달라', '밴드', '이드', '창의력', '전복죽', '마더', '촘촘', '잘못', '퍼플', '하필', '베트남', '비지', '빨대', '친정', '불고기', '편식', '강사']","[('육아', 63), ('푸드', 40), ('인테리어', 32), ('뷰티', 29), ('헬스', 23), ('여행', 9), ('패션', 1)]",푸드 육아
l.ubin,641,"['완전체', '축하', '라스베가스', '침대', '아빠', '장산', '리트리버', '반려견', '사료', '화이팅', '이도', '부상', '릴레이', '공항', '치와와', '입양', '선수', '댕댕', '반려', '아기', '비행', '조명', '유기견', '우드', '사랑둥이', '활동', '거부', '애견', '책임', '장모', '강아지']","[('펫', 13), ('육아', 6), ('여행', 4), ('헬스', 4), ('인테리어', 3), ('푸드', 1)]",펫
1riot_of_emotion,3388,"['바다로', '욕심', '영어', '퀘사디아', '모발', '언어', '여의도', '침대', '무늬', '누리', '소품', '출판사', '만두', '섬유', '달도', '지방', '습관', '고양이', '제주도', '몸소', '가요', '우동', '답지', '화이팅', '내일', '이도', '만끽', '축복', '오자', '불확실', '전부', '기구', '첫째', '반려동물', '자존감', '운동복', '여백', '대기', '가슴', '일부러', '목표', '치과', '스티커', '완독', '형식', '조심', '언제', '출판', '통증', '존경', '꽃봉오리', '정원', '달라', '밴드', '어금니', '단어', '빡빡', '이드', '둘째', '다짐', '캐릭터', '햇살', '토요일', '학교', '손등', '목살', '독서', '주정', '활동', '최선', '잘못', '실어', '티셔츠', '아쉬움', '하이라이트', '왼쪽', '셔츠', '정신', '당산', '속초', '오줌', '부리고', '애착', '산산조각', '월요일']","[('육아', 32), ('헬스', 25), ('여행', 8), ('푸드', 5), ('뷰티', 5), ('인테리어', 5), ('펫', 3), ('패션', 2)]",육아
s_syeoni,1854,"['욕심', '첨가', '벨벳', '축하', '피스타치오', '레몬커드', '소품', '이지', '프레임', '조기', '설탕', '뿌듯', '가요', '카메라', '화이팅', '내일', '데리', '불맛', '베이스', '난날', '베이비', '출산', '바나나', '후디', '설정', '멘탈', '취소', '청과', '가나슈', '콜라보', '크런치', '테이크아웃', '낭낭', '앙금', '선반', '데코', '닭강정', '떡볶이', '핸드', '달라', '비빔면', '이드', '요구르트', '생크림', '토마토', '다짐', '햇살', '상하', '카페인', '목살', '고소', '투어', '흰자', '하이라이트', '왼쪽', '트림', '정신', '이적', '달걀', '월요일']","[('헬스', 13), ('육아', 13), ('푸드', 12), ('뷰티', 9), ('인테리어', 8), ('여행', 3), ('펫', 1), ('패션', 1)]",-
amy_hs,1017,"['숙소', '취저', '침대', '소나기', '소품', '만두', '슬림', '버닝', '지방', '시공', '거제도', '고양이', '뿌듯', '퇴치', '가요', '놀이', '호캉스', '수강생', '콘텐츠', '애교', '다이닝', '베이스', '신선', '꼬맹이', '바나나', '개월', '비포', '조식', '식탁', '멘탈', '목표', '체감', '야외', '언제', '영광', '핸드', '라이프스타일', '조명', '도수', '동경', '토마토', '캐릭터', '상하', '토요일', '공감', '침구', '비키니', '원형', '투어', '찰떡', '견적', '이끼', '달걀', '눈빛', '세로']","[('인테리어', 12), ('육아', 12), ('헬스', 9), ('뷰티', 7), ('여행', 6), ('푸드', 6), ('펫', 3)]",인테리어
haenee___,464,"['축하', '마드', '메이크업', '시술', '커튼', '립스틱', '고양이', '난리', '화이팅', '내일', '너희', '자존감', '안감', '언제', '어딕션', '통증', '교복', '긍정', '항적', '눈썹', '발색', '폴스부띠끄', '공감', '공부', '샤인', '성광고', '색조']","[('뷰티', 12), ('헬스', 6), ('육아', 5), ('패션', 2), ('인테리어', 1), ('펫', 1)]",-
suyeon71318,4725,"['줄줄', '무늬', '지속', '소품', '밴딩', '지방', '설탕', '퀴드', '정유미', '누드', '밀착', '꼬리', '핏감', '자켓', '치과', '코디', '릴레이', '라이터', '광채', '야외', '독박', '티브', '파운데이션', '스커트', '자임', '프릴', '완벽', '베이직', '나이키', '땡땡', '다짐', '여행사진', '펜더', '아리따움', '눈화장', '수납', '키스', '찰떡', '멜빵', '야경', '봄코디', '이징', '굿즈', '곡선', '웜톤', '성광고', '첨가', '플라자', '노폐물', '팔레트', '물놀이', '모던', '아빠', '인천', '존예', '블라우스', '실크', '매쉬', '진주', '유스', '립추', '게다가', '내일', '어딕트', '붓펜', '뮤지컬', '비행기', '섀도우', '크리미', '빌리브', '원피스', '가죽', '베이스', '피지', '카시트', '개월', '코랄', '건성', '운동복', '상체', '틴트', '락커', '우슈', '방콕여행', '형식', '언제', '디자이너', '아데노신', '인용', '아마이드', '프루프', '아랑', '선수', '딕트', '드라이어', '박서준', '가디건', '티셔츠', '자외선차단제', '하객', '키핀', '색조', '벨벳', '레미', '발볼', '슬림', '미샤', '립스틱', '잡티', '브이넥', '프라이머', '필수품', '카메라', '코미', '조거', '어깨', '부문', '트레이닝', '요가', '안감', '어른', '교정', '육아', '감촉', '브러쉬', '조명', '주최', '이돌', '스랑', '하체', '키즈', '비키니', '샤인', '공복', '스냅', '기장', '셔츠', '슬슬', '엑스', '어린이', '스팅', '메이크업', '고기', '에센스', '발목', '프레임', '쿨톤', '뿌듯', '가요', '난리', '블러셔', '윤기', '아이라이너', '펄펙', '번의', '스팟', '면역', '적당량', '선릉역', '팬츠', '달라', '핑쿠', '코덕', '서포터즈', '감각', '블록', '쓴맛', '발색', '이드', '세미', '의류', '투어', '헤어드라이어', '잘못', '근육', '룩북', '신형', '아미노산', '네온']","[('뷰티', 70), ('육아', 34), ('패션', 26), ('헬스', 23), ('인테리어', 12), ('여행', 10), ('펫', 3), ('푸드', 1)]",뷰티
